family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,power_kw
injection_electrons,160,0.016,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.001944865426037,24.864640847740596,-0.5491733480114669,-0.5187819845594577,0.2672246309845809,2.9769585337901994,200
injection_electrons,165,0.0165,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.00149790438828,24.917912958745738,-0.3343197514092622,-0.3056450033540048,0.23544071879770892,3.1948659508737003,200
injection_electrons,170,0.017,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000846605826506,24.970489192857954,-0.12142553989142879,-0.09529216374628557,0.21827002849492314,3.2898997039462,200
injection_electrons,175,0.0175,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000049843502623,25.017211815325087,0.06864775042407789,0.09164089594952962,0.21609282283005637,3.1093924000065,200
injection_electrons,180,0.018000000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.999167736786646,25.05422108902719,0.22022074022700622,0.23971171057732832,0.22209757853140555,2.6732748472603003,200
injection_electrons,185,0.018500000000000003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.998258511670873,25.079121378562856,0.3234740006158088,0.33933555582461583,0.22821364780083903,2.228051773755901,200
injection_electrons,190,0.019,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.997376240530016,25.090926287203153,0.37423946326597957,0.38656594605182004,0.22928732999496104,2.2400409930534018,200
injection_electrons,195,0.0195,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.996568852817504,25.090110834762164,0.3742192878368522,0.38330339331438257,0.22388316007608483,2.1277132102938996,200
injection_electrons,200,0.02,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.9958761047765,25.078247965738303,0.3295418036820097,0.3358411087441615,0.21341159839954474,2.1180575797800003,200
injection_electrons,205,0.0205,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995327573047902,25.057735278069654,0.24967748407924706,0.2537716685884428,0.20117336447932518,2.3681695077618965,200
injection_electrons,210,0.021,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994941021774267,25.031506985239872,0.14629345767909196,0.14883460019681216,0.19116110635967196,2.6596780892035987,200
injection_electrons,215,0.021500000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994721581229147,25.00271912918001,0.03199694753499571,0.033656946820492806,0.18645311747885265,2.660045024549598,200
injection_electrons,220,0.022000000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994662057349068,24.97434177212004,-0.08129849958523616,-0.07987833654321541,0.18769876448837444,2.8754907003328003,200
injection_electrons,225,0.022500000000000003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994744435302927,24.94901429711674,-0.18295901486232724,-0.18121131287748282,0.1929156208231854,2.9050691972559006,200
injection_electrons,230,0.023,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99494235693422,24.92880138213905,-0.2646174328016504,-0.2620813891410556,0.19894236197627677,2.6904958802931,200
injection_electrons,235,0.0235,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995224146198908,24.915069584210194,-0.3206795086928782,-0.3170210921461969,0.20304012092547064,2.288710916337301,200
injection_electrons,240,0.024,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99555589056172,24.908464407880324,-0.34842786878880316,-0.34344781556142623,0.2036290841379756,2.3436883602928997,200
injection_electrons,245,0.0245,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99590416353913,24.908937311227813,-0.3479244109047763,-0.3415557713006723,0.20046676070147917,2.223876752189099,200
injection_electrons,250,0.025,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99623814760628,24.915827301071705,-0.3216917924198759,-0.3139895343306054,0.1943986049213263,2.007461042627,200
injection_electrons,0,0.0,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.153742397715664,12.971574592703552,-48.430836304177284,-48.1018829927097,17.694342166641718,43.8253042043605,300
injection_electrons,5,0.0005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.152811099510025,13.027662411249644,-48.20593865349936,-47.877480615898314,17.498637561339542,43.386957576491504,300
injection_electrons,10,0.001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.150966855851873,13.210483543192117,-47.475245707628,-47.14602951648493,16.921569252747624,42.003746235768006,300
injection_electrons,15,0.0015,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.147946206640107,13.552691034320869,-46.10815959697578,-45.776887760528716,15.990998874071263,39.690913144054406,300
injection_electrons,20,0.002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.14338199222783,14.092089212291905,-43.95308786762272,-43.61880359319823,14.752498504902105,36.5561726756855,300
injection_electrons,25,0.0025,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.136926071652958,14.853696100074787,-40.908860304819136,-40.571682128241505,13.264058309056262,32.747286102336304,300
injection_electrons,30,0.003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.12837046120058,15.834903248429978,-36.98396291602022,-36.64595953922204,11.594841191852927,28.4429577301009,300
injection_electrons,35,0.0035,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.117734520595157,17.002004509731986,-32.31075638692143,-31.976491126923168,9.819972487794525,23.8416932946816,300
injection_electrons,40,0.004,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.105296795953443,18.297248988098996,-27.117973801256912,-26.79433309275906,8.015602693822819,19.611142954303293,300
injection_electrons,45,0.0045000000000000005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.091566318131495,19.649790347835907,-21.687669479458883,-21.382935328889307,6.25570429764201,15.809008906537898,300
injection_electrons,50,0.005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.07720446349852,20.98714559221958,-16.309867701690127,-16.032295862777158,4.60931714984881,12.293562182963512,300
injection_electrons,55,0.0055000000000000005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.062920219243555,22.244108956073475,-11.246938658831018,-11.003297165282067,3.139267422231552,9.555387927743901,300
injection_electrons,60,0.006,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.04936594804612,23.367878402503308,-6.712695039987504,-6.507195492872997,1.9125435009351137,7.2130682843030005,300
injection_electrons,65,0.006500000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.037057113463206,24.319788421498814,-2.8648282771967404,-2.6986881144372865,1.0548897678761433,8.3195282333454,300
injection_electrons,70,0.007,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.026329901573718,25.07774304822584,0.2054362219883199,0.33382097865484184,0.8557971315524087,8.402021366105698,300
injection_electrons,75,0.007500000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.017338793761457,25.63495123110717,2.4687375521321497,2.563161392644453,1.1430229434458978,7.5586435960671015,300
injection_electrons,80,0.008,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.01008570940669,25.99857602509856,3.9523667658607042,4.017991873743654,1.417680363449542,5.9689099801602,300
injection_electrons,85,0.0085,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.004466161971976,26.185598799634715,4.7236866806581235,4.766253371724383,1.5496746669638213,5.7550161432052995,300
injection_electrons,90,0.009000000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000317017541416,26.22222898702706,4.887585899923952,4.912807495720739,1.536675242796335,5.1809256479449,300
injection_electrons,95,0.0095,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99745413972965,26.13963228137675,4.5691778661242965,4.5823454177654765,1.405870186048163,4.676428609096501,300
injection_electrons,100,0.01,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995694402609047,25.9709095762536,3.9015326317270116,3.9073008709613166,1.1936990791489217,4.031643087276205,300
injection_electrons,105,0.0105,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99486282551405,25.749175255908103,3.0178698545369587,3.0201615634253276,0.9408356978557216,4.5950775569223,300
injection_electrons,110,0.011000000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99478997831618,25.504569472817487,2.0395430205397025,2.04151556630503,0.691434486502766,5.0637804627997,300
injection_electrons,115,0.0115,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995306383404515,25.263122472861426,1.0714655197614498,1.075507579747459,0.4989006992440677,5.0976835327803,300
injection_electrons,120,0.012,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.996239569322714,25.045291023269055,0.19623533296000417,0.2039833112001732,0.42184433098266055,4.9245065495231,300
injection_electrons,125,0.0125,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.997416697898124,24.86596817702592,-0.5258484205020175,-0.5134714580644184,0.45593810946888264,5.114910505454599,300
injection_electrons,130,0.013000000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.998672598430083,24.734178130096208,-1.0580340507779007,-1.0407517220812235,0.5222369455070134,4.838342385352501,300
injection_electrons,135,0.0135,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.999860725006457,24.653214177453595,-1.3865939149257933,-1.3646813003748703,0.5671549125617222,4.136366599229701,300
injection_electrons,140,0.014,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000863618149197,24.621420540726792,-1.517719880472257,-1.4918848150401676,0.574230346328539,3.9496102499246,300
injection_electrons,145,0.0145,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.00159990860635,24.63330049409652,-1.4731033848079944,-1.4443541775206348,0.5447365158287768,3.9767300896133015,300
injection_electrons,150,0.015000000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.00202628815914,24.680280200804503,-1.2868800458265772,-1.2563925466273052,0.48912987799617075,4.094061230859198,300
injection_electrons,155,0.0155,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.002134520161015,24.751929014410894,-1.0007365793043066,-0.9697320116703878,0.4229523569516153,4.692119384251999,300
injection_electrons,160,0.016,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.001944865426037,24.837124733572573,-0.6592292429273616,-0.6288715116613774,0.3643955901329804,4.9517339398025,300
injection_electrons,165,0.0165,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.00149790438828,24.925211887864968,-0.3051257841232058,-0.2764426366906103,0.3295235141268382,4.907951450127701,300
injection_electrons,170,0.017,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000846605826506,25.006743396132585,0.023586362490246593,0.0497576812132694,0.3228660322467777,4.4244758523615,300
injection_electrons,175,0.0175,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.000049843502623,25.074148913067173,0.2963956873222262,0.3194411633385519,0.33357126710096274,4.110052924634399,300
injection_electrons,180,0.018000000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.999167736786646,25.12243597624598,0.49308937304317624,0.5126334112713238,0.34613919569415064,3.981425579128601,300
injection_electrons,185,0.018500000000000003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.998258511670873,25.14902669702409,0.603114754105083,0.6190205216709321,0.3499727807060273,3.4815155419301025,300
injection_electrons,190,0.019,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.997376240530016,25.153901179503112,0.626165472195872,0.6385228928162512,0.341620947042253,2.891954630045502,300
injection_electrons,195,0.0195,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.996568852817504,25.139079693146712,0.5701216081628102,0.5792234432660859,0.32298208387202526,3.1022555842624993,300
injection_electrons,200,0.02,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.9958761047765,25.108343299653008,0.4499430002176119,0.4562498648066349,0.2998853288911001,3.679232503299101,300
injection_electrons,205,0.0205,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995327573047902,25.06645829915074,0.2845760908512185,0.2886717006152173,0.28008659548734116,3.808409786781297,300
injection_electrons,210,0.021,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994941021774267,25.01881690989698,0.095522882418142,0.0980627366678366,0.27027404561010254,3.9718638577101006,300
injection_electrons,215,0.021500000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994721581229147,24.970654888367097,-0.09628710119389261,-0.09462923074153862,0.27237787441082495,4.0522288693916,300
injection_electrons,220,0.022000000000000002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994662057349068,24.926693463303742,-0.27193243857178695,-0.27051498504530036,0.2826993710744528,3.7591622985399002,300
injection_electrons,225,0.022500000000000003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.994744435302927,24.890757734440683,-0.4160342632484437,-0.41429064219076217,0.2947771948029823,3.9445387231418003,300
injection_electrons,230,0.023,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99494235693422,24.86553094485549,-0.5177503921821591,-0.5152207851162882,0.30307712132622383,4.0056467392148,300
injection_electrons,235,0.0235,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.995224146198908,24.852421419846333,-0.5713200470510271,-0.567670829478506,0.30452219618903625,3.740502604757001,300
injection_electrons,240,0.024,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99555589056172,24.851589816822468,-0.5759666813155984,-0.5709979992625458,0.2985538245639412,3.1809917826043996,300
injection_electrons,245,0.0245,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99590416353913,24.862059357079392,-0.5354669532417811,-0.5291102992471597,0.28680623550547846,3.2395662485210988,300
injection_electrons,250,0.025,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,24.99623814760628,24.88195096454675,-0.4572175316327587,-0.4495257457740043,0.2723949104818624,3.4995104268946022,300
injection_electrons,0,0.0,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.153742397715664,12.106263559094824,-51.87092493960559,-51.563915527694746,23.61453409319174,59.837369052930896,400
injection_electrons,5,0.0005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.152811099510025,12.056906828838441,-52.06537042265901,-51.761387418530866,23.336067020072083,59.0932642788158,400
injection_electrons,10,0.001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.150966855851873,11.94920894102547,-52.490061278716816,-52.19227709527833,22.51477666442333,56.831732420477906,400
injection_electrons,15,0.0015,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.147946206640107,11.89648074463644,-52.69402659412691,-52.403237922448874,21.19417018694062,53.1632546201527,400
injection_electrons,20,0.002,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.14338199222783,12.057494572289578,-52.04505672301079,-51.75903590922262,19.4427540912965,48.277435390569906,400
injection_electrons,25,0.0025,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.136926071652958,12.58109632081891,-49.949742124568374,-49.664151852071825,17.35070620125171,42.938635831625106,400
injection_electrons,30,0.003,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.12837046120058,13.539743528052067,-46.11770170708805,-45.82868958231131,15.021845909954422,37.2013096310644,400
injection_electrons,35,0.0035,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.117734520595157,14.899809671409832,-40.68012121398604,-40.387185827991544,12.568161905295472,31.103603041627203,400
injection_electrons,40,0.004,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.105296795953443,16.547383909896954,-34.08807693297569,-33.79538773932321,10.102333637781367,25.6937624969405,400
injection_electrons,45,0.0045000000000000005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.091566318131495,18.336344316930294,-26.922281038787876,-26.637916156971908,7.732992235854072,20.647045977263694,400
injection_electrons,50,0.005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.07720446349852,20.127637185147158,-19.73731675536552,-19.471112604738884,5.559290225944841,16.214597243629598,400
injection_electrons,55,0.0055000000000000005,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.062920219243555,21.805019352972053,-12.998887750398913,-12.760055640175338,3.678726864561878,12.632831462461809,400
injection_electrons,60,0.006,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.04936594804612,23.284040869654053,-7.047384281316571,-6.842622010164168,2.212449332075101,11.4919218219649,400
injection_electrons,65,0.006500000000000001,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.037057113463206,24.509622918844098,-2.1066141768534385,-1.9391771634084565,1.410232002643145,11.903590959320299,400
injection_electrons,70,0.007,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.026329901573718,25.456277950076238,1.7179828212665171,1.8483054760592976,1.461897161004673,10.922056055415899,400
