family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,beam,power_kw,sigma_x_mm
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,12.998247248849232,13.317521317885605,7.205699440889897,-45.8930887445808,-44.564068501406325,8.792525518416046,22.241103275103704,injection,100,13
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,13.998112421837636,14.293692537407127,8.201131431810223,-42.62412312040744,-41.41259060745849,8.372134771440216,21.033386704406,injection,100,14
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,14.997977594826041,15.272769349424102,9.27107092538808,-39.296726655944234,-38.184526101796635,7.991182106418733,20.141798115618098,injection,100,15
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,15.997842767814449,16.254582265644306,10.382512225444707,-36.12562872569669,-35.10054839185598,7.644345705077364,19.250600993514603,injection,100,16
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,16.99770794080285,17.23861744058781,11.516438083111824,-33.19395756183605,-32.24711165046721,7.326361374250315,18.4260738947342,injection,100,17
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,17.99757311379126,18.224326280489255,12.660492731465643,-30.52970772905984,-29.654444788647048,7.035259402066902,17.661824383879704,injection,100,18
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,18.997438286779666,19.211512615336392,13.80668776252607,-28.13326030609217,-27.323423536876767,6.767851150600583,16.9520163100777,injection,100,19
injection_electrons,0,0.0,100031,100031,100031,100031,1.0,1.0,19.99730345976807,20.199890984710297,14.953381060264094,-25.972961578938182,-25.2230127409512,6.520701231576205,16.815214536364405,injection,100,20
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,2.999595518965177,3.0007003189887134,2.744623714261456,-8.53389467474578,-8.500206214192607,1.6178799813294011,7.9303082151865,injection,100,3
injection_electrons,100,0.01,100031,100031,100031,100031,1.0,1.0,3.9994606919535824,4.000561026735511,4.323167821235096,8.064038827145058,8.09376949079088,1.1977849813976498,6.8326014325927,injection,100,4
