family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,mean_initial_mm,mean_sc_on_mm,mean_sc_off_mm,centroid_shift_vs_no_sc_mm,species,species_label,beam,dx_mm,dy_mm,power_kw
injection_ions,1000,0.1,92350,99988,99988,99988,0.923610833299996,1.0,9.936191895191739,9.98184665832871,52.47361461409012,425.6904499760762,428.1058897371218,52.96748187697523,138.285584134875,0.029724668131666108,0.282449168615008,0.0008979096310599358,0.28155125898394806,ions,H₂⁺,injection,0,5,500
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.884186409605075,89.18529863257699,89.18529863257699,9.720162865348753,23.530233661303,0.0008979096310599358,0.00467230556950882,0.0008979096310599358,0.0037743959384488844,ions,H₂⁺,injection,0,-5,100
injection_ions,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.846146600125316,88.8042087322626,88.8042087322626,9.680270735466912,23.4270930907512,0.0008979096310599358,0.004492861754796464,0.0008979096310599358,0.003594952123736528,ions,H₂⁺,injection,0,-5,100
injection_ions,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.967501318830724,80.00177656344678,80.00177656344678,8.756811429732826,21.0478570333604,0.0008979096310599358,0.0037372976338854312,0.0008979096310599358,0.0028393880028254955,ions,H₂⁺,injection,0,-5,100
injection_ions,0,0.0,88219,99988,99988,99988,0.8822958755050606,1.0,9.882924424630717,9.98184665832871,51.5570187217992,416.50782151397567,421.67775960429515,52.05736612134633,136.3126129830273,0.02150626376435493,0.21513488131110567,0.0008979096310599358,0.21423697168004574,ions,H₂⁺,injection,0,-5,500
injection_ions,200,0.02,88420,99988,99988,99988,0.884306116734008,1.0,9.88852754244405,9.98184665832871,51.570550025469736,416.64338063578657,421.5190007219573,52.107746434163175,144.6650207196629,0.02063348625071811,0.21637898182014487,0.0008979096310599358,0.21548107218908494,ions,H₂⁺,injection,0,-5,500
injection_ions,1000,0.1,93589,99988,99988,99988,0.9360023202784334,1.0,9.978364885832786,9.98184665832871,51.740572088090126,418.34669334374655,418.5275611793976,52.22939905691421,139.5485285367356,0.017730207633806682,0.19789915254788726,0.0008979096310599358,0.19700124291682733,ions,H₂⁺,injection,0,-5,500
extraction_ions,0,0.0,100007,100007,100007,100007,1.0,1.0,10.019461502661958,10.019461502661958,13.371348942553185,33.45376833875455,33.45376833875455,4.209509045279266,27.496022460736,-0.03233529661742959,-0.04463876724010256,-0.03233529661742959,-0.012303470622672966,ions,H₂⁺,extraction,0,0,100
extraction_ions,200,0.02,100007,100007,100007,100007,1.0,1.0,10.019461502661958,10.019461502661958,13.363938559935443,33.37980844963502,33.37980844963502,4.199838398732233,27.344171535088194,-0.03233529661742959,-0.045247379371611274,-0.03233529661742959,-0.01291208275418168,ions,H₂⁺,extraction,0,0,100
extraction_ions,1000,0.1,100007,100007,100007,100007,1.0,1.0,10.019461502661958,10.019461502661958,13.190293613306471,31.646731810907113,31.646731810907113,3.9727106756264328,24.2730957339331,-0.03233529661742959,-0.046989962071809284,-0.03233529661742959,-0.014654665454379691,ions,H₂⁺,extraction,0,0,100
extraction_ions,0,0.0,99519,100007,100007,100007,0.9951203415760896,1.0,10.011266502046952,10.019461502661958,25.21925171852025,151.70266597481344,151.90870419206001,22.733245946410083,131.9056007439051,-0.028490408043962807,-0.04749171334302934,-0.03233529661742959,-0.015156416725599746,ions,H₂⁺,extraction,0,0,500
extraction_ions,200,0.02,99527,100007,100007,100007,0.9952003359764816,1.0,10.011400609219558,10.019461502661958,25.209047784907504,151.6008248368437,151.80340662516633,22.714261418724636,144.69658062390351,-0.028846509841985273,-0.04973835743606741,-0.03233529661742959,-0.017403060818637815,ions,H₂⁺,extraction,0,0,500
