family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,block,beam,species,train,energy_mev,sigma_t_ns,sigma_mm,voltage_kv,power_kw,dx_mm,dy_mm
E3_extraction_e_10mm,140,0.014,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.997279930726657,9.928553598695132,-0.6874503115621988,-0.48534673006750406,1.0098998044547425,5.466341577226503,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,140,0.014,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.997279930726657,10.294873198130146,2.976742368580032,3.186302675999775,3.238780927656663,20.084151403040202,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,160,0.016,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.987883704796152,10.219974577468646,2.3237242195866203,2.4355880637016547,0.8320400517705488,5.431935404413901,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,160,0.016,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.987883704796152,10.337152047990891,3.49692040393923,3.6100668268118863,2.7047436346462765,15.2906403182612,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,185,0.018500000000000003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978550198038645,9.936993607112129,-0.4164592060145633,-0.4007518791797393,0.6449859108259541,4.8022744988521975,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,185,0.018500000000000003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978550198038645,10.188795357944883,2.1069710101529804,2.1230763580145195,2.243095017570425,14.1040266028732,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,205,0.0205,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981331864662602,9.870574273209444,-1.1096474193517003,-1.0664779507612243,0.5806039500168698,3.9902124683575004,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,205,0.0205,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981331864662602,10.09726252411593,1.1614748515051732,1.2056357529197648,1.9285887342966488,12.421033437088699,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,230,0.023,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.984006207876405,10.036027185849399,0.521043125273235,0.5918692667055137,0.4866019822229319,3.4824461650232017,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,230,0.023,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.984006207876405,10.049153696432363,0.6525185101003084,0.7234372877996886,1.5481200733544003,9.475494206229797,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,250,0.025,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.982095645880554,10.043715679090521,0.6173055778662784,0.6689316234177012,0.45671238549655047,3.2981378131994004,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,250,0.025,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.982095645880554,10.0490175845299,0.6704197297184189,0.7220730277748277,1.3053607975628678,9.6800156365686,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,275,0.0275,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978482373282603,9.932568204011845,-0.4601317871111621,-0.4451080334500035,0.39925459686612996,2.6066302156995995,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,275,0.0275,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978482373282603,9.99643348077842,0.17989817313182055,0.19501852780954287,1.0964694978929443,8.7442884454751,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,1000,0.1,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.977287564647293,9.97570502290251,-0.015861442646902812,-0.01274439332860089,0.10610660203725902,0.8420422915107011,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,100,0,0
E3_extraction_e_10mm,1000,0.1,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.977287564647293,9.976928076763212,-0.0036030622727056816,-0.0004856307940226401,0.18533320995271452,1.1424794025059022,E3,extraction,,3-bunch,1600.0,20.0,10.0,20,500,0,0
E3_extraction_e_10mm,0,0.0,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.406662611269732,11.301885598720617,8.602402334840908,13.279665106601302,19.34025138342746,50.3107471476756,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,0,0.0,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.406662611269732,17.509526759981014,68.25304532328498,75.49932798561099,22.636305952043124,136.95408491726369,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,30,0.003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.261045406486977,5.428213698605783,-47.09882391540635,-45.59259828512716,12.41243121663898,34.3420943796594,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,30,0.003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.261045406486977,13.879314104296219,35.262183866000555,39.11342845498127,14.003463324973698,67.7730596278092,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,55,0.0055000000000000005,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.109247614453293,7.860722972715093,-22.242255086555218,-21.21137149488276,3.128537929224367,12.5114561504752,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,55,0.0055000000000000005,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.109247614453293,13.661998370356665,35.14357241407331,36.93525620681635,8.890532874889239,45.81248212781171,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,85,0.0085,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.010860547144341,12.618940461622115,26.052504699226333,26.48060688691727,3.2512815611417207,10.760645113114798,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,85,0.0085,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.010860547144341,11.97809087237945,19.65096123326053,20.057322363374585,6.431551811195473,30.430258319368313,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,110,0.011000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978448316294244,11.317156281668723,13.415993378333614,13.432724331559864,1.8436092390441978,7.920206379640099,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,110,0.011000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978448316294244,10.875530316017471,8.99019538196477,9.006273448265102,4.7946868953644515,23.1669023300916,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,140,0.014,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.988134812860224,9.340597546515541,-6.483064941323646,-6.378475279859497,1.1794368651981482,6.4057283903136994,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,140,0.014,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.988134812860224,10.142171841124116,1.542200131956184,1.6557652774505494,3.5071827955386214,16.0204520181911,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,170,0.017,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.990857639088883,9.640750436130034,-3.504275764966036,-3.370019874846597,0.7373247885964658,4.032851926686698,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,170,0.017,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.990857639088883,10.215641792582886,2.2498984733256844,2.3921602288903276,2.6604531705936334,14.236140708079201,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,195,0.0195,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.984740382233865,10.21044951307521,2.2605408072798427,2.3401176136442547,0.6187757643984604,4.5954062769587996,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,195,0.0195,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.984740382233865,10.159828652245109,1.7535585634533168,1.8327408478689078,2.1861597747063617,12.302366802675301,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,225,0.022500000000000003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978072573098341,10.041956171134395,0.6402398616370819,0.651295940391039,0.49427957366432074,3.4793908551671993,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,225,0.022500000000000003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978072573098341,10.040462707955149,0.6252724100746176,0.6363268445427339,1.7460786716830403,9.4689321214236,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,255,0.025500000000000002,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.980244819414732,9.826074602797968,-1.5447538553047702,-1.512501556073309,0.45203709531542585,3.1929857341451005,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,255,0.025500000000000002,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.980244819414732,10.00756597175747,0.27375232609114786,0.3066003376671844,1.3833597595510483,7.927452380473699,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,280,0.028,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981719439085815,9.986317063852484,0.04606044875059556,0.09362090601992001,0.3834043294778424,2.7386015399121,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,280,0.028,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981719439085815,10.010460416015093,0.2879361326940888,0.33561157418247056,1.198889962073012,7.8604985720446,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,310,0.031,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.980158701725346,10.077058640388206,0.970925829527225,1.0031306786524752,0.3604933289681958,2.557282465676,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,310,0.031,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.980158701725346,9.98980331001622,0.09663782489957029,0.12856381837356157,1.0341835090686264,5.080713886946098,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,335,0.0335,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978085182562882,9.9554795939462,-0.22655237155307928,-0.21546541707242461,0.3161004660259144,2.5106770243257,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,335,0.0335,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978085182562882,9.974147602492117,-0.03946228157729603,-0.02835453740398508,0.923825734504171,4.216033421331801,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_extraction_e_10mm,1000,0.1,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.977389557422246,9.974723985437366,-0.0267161261925164,-0.022577406991475257,0.10539946880142446,0.8474061821501999,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,100,0,0
E3_extraction_e_10mm,1000,0.1,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.977389557422246,9.976391488209806,-0.010003310051143188,-0.005863898968738734,0.2548242475660156,1.269851673837401,E3,extraction,,3-bunch,1600.0,20.0,10.0,30,500,0,0
E3_injection_e_25mm,0,0.0,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.400618994094483,15.480449352814064,-39.05483422898792,-38.06409807104776,13.309011977154938,35.2531998045566,E3,injection,,3-bunch,80.0,120.0,25.0,10,100,0,0
E3_injection_e_25mm,0,0.0,100030,100030,100031,100031,0.9999900030990393,0.9999900030990393,24.994306808629283,25.400618994094483,28.68711367463528,12.938640122529655,14.774592047221958,48.761211739779746,175.0520342939903,E3,injection,,3-bunch,80.0,120.0,25.0,10,500,0,0
E3_injection_e_25mm,15,0.0015,100030,100029,100031,100031,0.9999900030990393,0.9999800061980786,24.994306808629283,25.35785453855937,17.064136568351664,-32.70670220777632,-31.727906282800877,16.109484736028733,168.2395347221036,E3,injection,,3-bunch,80.0,120.0,25.0,10,100,0,0
E3_injection_e_25mm,15,0.0015,100030,100029,100031,100031,0.9999900030990393,0.9999800061980786,24.994306808629283,25.35785453855937,17.635231830804162,-30.45455874830467,-29.443004897756953,30.21266292630617,165.3724213299811,E3,injection,,3-bunch,80.0,120.0,25.0,10,500,0,0
E3_injection_e_25mm,30,0.003,100030,100029,100031,100031,0.9999900030990393,0.9999800061980786,24.994306808629283,25.21479036215918,21.204546712572363,-15.904330720136173,-15.162493303268986,13.56488043238265,159.8976742186425,E3,injection,,3-bunch,80.0,120.0,25.0,10,100,0,0
E3_injection_e_25mm,30,0.003,100030,100029,100031,100031,0.9999900030990393,0.9999800061980786,24.994306808629283,25.21479036215918,22.995121553714252,-8.803042883021838,-7.9985625135433285,15.588481390656666,157.80207369562038,E3,injection,,3-bunch,80.0,120.0,25.0,10,500,0,0
