family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,block,beam,species,train,energy_mev,sigma_t_ns,sigma_mm,voltage_kv,power_kw,dx_mm,dy_mm
E1_ramp_e_10mm,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999700299497164,10.65457103453446,6.5489036213437934,6.560077522152619,0.7735343535516853,2.7111613927331,E1,ramp,,3-bunch,200.0,120.0,10.0,25,100,0,0
E1_ramp_e_10mm,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999700299497164,10.482523654294345,4.828378254710897,4.839371722130603,2.3511824867864184,9.7432528982135,E1,ramp,,3-bunch,200.0,120.0,10.0,25,500,0,0
E1_ramp_e_10mm,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00011859562257,10.090785209191235,0.9066553831506896,0.9214590306396042,0.18171993743084325,1.9551346151800004,E1,ramp,,3-bunch,200.0,120.0,10.0,25,100,0,0
E1_ramp_e_10mm,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00011859562257,10.005857599462047,0.057389357782100525,0.07206841254900898,0.6301969965299588,3.6337116966378016,E1,ramp,,3-bunch,200.0,120.0,10.0,25,500,0,0
E1_ramp_e_10mm,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000995359498303,10.042986625068554,0.4198708634573167,0.4434087353200944,0.1364205307636358,1.7059934255293001,E1,ramp,,3-bunch,200.0,120.0,10.0,25,100,0,0
E1_ramp_e_10mm,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000995359498303,9.992245404046516,-0.08749084603341117,-0.06407189699739746,0.3742321596266509,3.1310019749545,E1,ramp,,3-bunch,200.0,120.0,10.0,25,500,0,0
E1_ramp_e_10mm,500,0.05,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001263072655899,9.995177535822549,-0.06084768282906827,-0.034746625398329734,0.1148067482606184,1.4610871420506992,E1,ramp,,3-bunch,200.0,120.0,10.0,25,100,0,0
E1_ramp_e_10mm,500,0.05,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001263072655899,10.012145554498868,0.10881107480036345,0.13495644192229594,0.22446636950069257,1.9439843637681005,E1,ramp,,3-bunch,200.0,120.0,10.0,25,500,0,0
E1_ramp_e_10mm,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999255016078346,9.996749343990725,-0.025058587700699242,-0.01902642420882339,0.09814798054099322,1.1600310378134,E1,ramp,,3-bunch,200.0,120.0,10.0,25,100,0,0
E1_ramp_e_10mm,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999255016078346,10.000502141071195,0.012472179085776247,0.01850660706232965,0.12837389266724486,1.297242304529398,E1,ramp,,3-bunch,200.0,120.0,10.0,25,500,0,0
E1_ramp_e_10mm,0,0.0,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.443149549442715,18.55011338919474,77.62949100144449,85.92920748156709,27.36849992611509,91.40462663811721,E1,ramp,,3-bunch,200.0,20.0,10.0,25,100,0,0
E1_ramp_e_10mm,0,0.0,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.443149549442715,16.762995728968225,60.51666836335556,68.01679027576304,20.58177591772592,142.89322101220841,E1,ramp,,3-bunch,200.0,20.0,10.0,25,500,0,0
E1_ramp_e_10mm,100,0.01,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978001058784226,10.416005361603668,4.389699903206967,4.400419629499286,2.683896489141376,12.4276735528082,E1,ramp,,3-bunch,200.0,20.0,10.0,25,100,0,0
E1_ramp_e_10mm,100,0.01,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978001058784226,11.631198615586385,16.56842434734711,16.580394700787025,5.906772095769538,30.4221791747173,E1,ramp,,3-bunch,200.0,20.0,10.0,25,500,0,0
