family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm
extraction_electrons,35,0.0035,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.246958895334847,4.19498720014587,-59.061149332259646,-57.95332194719818,9.551187523508208,31.036123209310603
extraction_electrons,40,0.004,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.205350634588038,5.304828997718921,-48.019140275888596,-46.82929259367016,6.896927974532131,24.527480044392796
extraction_electrons,45,0.0045000000000000005,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.168619390727047,7.294696597432299,-28.262664604356523,-26.8846972132741,4.7822215212993795,19.588815711151497
extraction_electrons,50,0.005,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.13677231130056,9.283507241932952,-8.417522295695445,-6.950695775940396,3.557073918783291,17.1719842523293
extraction_electrons,55,0.0055000000000000005,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.109171150825178,10.957797928882322,8.394622718281642,9.830848033899265,3.3754926098414053,18.0297616780434
extraction_electrons,60,0.006,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.084911616224423,12.210986574916333,21.081741115822172,22.391653830252235,3.748148999114084,16.878175090111302
extraction_electrons,65,0.006500000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.063176475946982,13.024393082589599,29.426261317393386,30.54448956548461,4.123810951253782,17.040857954441897
extraction_electrons,70,0.007,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.043477710085627,13.426915810983612,33.6879136745666,34.57900570635148,4.2817338581294955,15.6080816350302
extraction_electrons,75,0.007500000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.025743871413642,13.475691906823567,34.41089339262642,35.0678922513173,4.189586083988828,14.546704069889602
extraction_electrons,80,0.008,100011,100011,100011,100011,1.0,1.0,9.976976528033545,10.010255882914167,13.24343633751054,32.29867939854436,32.739976888778074,3.8891798595518465,13.7817396939819
extraction_electrons,85,0.0085,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.997474434006373,12.806730100996745,28.099653422815464,28.3628368274907,3.449690636792854,12.0234748669895
extraction_electrons,90,0.009000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.987825477800438,12.240175560705499,22.550955539934826,22.684217270760975,2.948988006868895,10.6359518156411
extraction_electrons,95,0.0095,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981512832129303,11.612153104652863,16.336604480181837,16.38950008577009,2.4643296858750072,9.1943107120358
extraction_electrons,100,0.01,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978409998441569,10.9811126855671,10.048722063756976,10.06453362611519,2.0637039258491936,8.296417966830802
extraction_electrons,105,0.0105,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978053686139386,10.394600666499505,4.174631581094301,4.185878730821013,1.7923052222235056,8.180523812746
extraction_electrons,110,0.011000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.979729111846492,9.890692431881092,-0.8921753182629777,-0.8648321052977193,1.6539032180274529,9.2698622256684
extraction_electrons,115,0.0115,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.982611951943614,9.495456764269804,-4.880037309062802,-4.826309477733615,1.6060234952707175,9.315235386488402
extraction_electrons,120,0.012,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.985920573505869,9.224081605690321,-7.629131057148797,-7.546323480141714,1.5900649202442725,8.396261935338
extraction_electrons,125,0.0125,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.989036284617445,9.078612175799007,-9.114233674578198,-9.004374719237763,1.5630287049554739,7.399840984137102
extraction_electrons,130,0.013000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.991565224346065,9.049579853537352,-9.427805850813176,-9.295367909209473,1.5048456100808187,7.2530472840775
extraction_electrons,135,0.0135,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.993336525411712,9.117687232910406,-8.762331682463087,-8.612722428570297,1.4131642634654733,7.208104145557197
extraction_electrons,140,0.014,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.994350477441499,9.25717289397321,-7.375942890257747,-7.214646962812954,1.2968969340471819,7.4203272234791005
extraction_electrons,145,0.0145,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.994702273204846,9.439921219241494,-5.550751175957325,-5.382946499703789,1.171110863891365,7.029702649790801
extraction_electrons,150,0.015000000000000001,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.994509154314159,9.639337219835278,-3.553670610482851,-3.38418465002458,1.05277111671926,6.104583656036301
extraction_electrons,155,0.0155,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.993862178084596,9.832672989444855,-1.612881844550651,-1.4463654212598542,0.9560781538922353,5.101398068105801
extraction_electrons,160,0.016,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.992811734328846,10.002050775285586,0.09245687002188419,0.2513211009526506,0.8885680738699042,4.769337443518501
extraction_electrons,165,0.0165,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.99138293915365,10.13582253372692,1.4456416639507141,1.5921256830367936,0.848305286252922,4.498129336425002
extraction_electrons,170,0.017,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.989607408629334,10.22731716779332,2.3795705821096025,2.509183408985294,0.825271789270704,4.5191751236463
extraction_electrons,175,0.0175,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.987554313111051,10.275262656722383,2.880668626088423,2.989744717256837,0.8078019753476243,4.617108745273599
extraction_electrons,180,0.018000000000000002,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.985346371041533,10.282510997032594,2.976007190425234,3.0623953874257426,0.7865927911122513,4.7540501361255
extraction_electrons,185,0.018500000000000003,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.983153774137527,10.255704454553735,2.7301060023965595,2.7937113587168882,0.757705021671873,4.803102674962501
extraction_electrons,190,0.019,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.981167897453785,10.20312282627286,2.223737052611807,2.266681670583104,0.7215799235689149,4.796124446228699
extraction_electrons,195,0.0195,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.97956388201205,10.134639467640573,1.553931489010707,1.5802677210277505,0.6820266299312822,4.422074116812501
extraction_electrons,200,0.02,100011,100011,100011,100011,1.0,1.0,9.976976528033545,9.978464550571003,10.05998975161015,0.8170114813353946,0.8320478989136015,0.6442500945590935,4.0880938501996
injection_electrons_sig10,0,0.0,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.415541376177886,5.651755244342222,-45.73728776817356,-43.47482643634611,11.09808942501903,28.6615797625927
injection_electrons_sig10,5,0.0005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.413840021407093,5.596353585956625,-46.26042291361742,-44.0289177266749,10.960006385507224,28.4310201245307
injection_electrons_sig10,10,0.001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.409120217946347,5.450493332586112,-47.637329395149784,-45.48771694591929,10.552332601400561,27.4069735326823
injection_electrons_sig10,15,0.0015,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.400781644952453,5.272402249582905,-49.30763446859183,-47.26886792321483,9.89589484361291,25.631052417322003
injection_electrons_sig10,20,0.002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.38802461900121,5.153870553063282,-50.38642338567333,-48.45434472270526,9.023409426584067,23.1885451818918
injection_electrons_sig10,25,0.0025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.370109959521635,5.199791205407824,-49.85789711290886,-47.99507627746784,7.977761966521861,20.4431356455443
injection_electrons_sig10,30,0.003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.346622753313605,5.486620763671127,-46.97186807246854,-45.12639391896519,6.809593451157391,17.5654091238911
injection_electrons_sig10,35,0.0035,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.317674273589848,6.022832933805501,-41.62606054329368,-39.76354916128911,5.57388941307234,14.466681452120898
injection_electrons_sig10,40,0.004,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.283993700643837,6.752117101425736,-34.34343409795151,-32.46972408044798,4.327396839828641,11.327525335240601
injection_electrons_sig10,45,0.0045000000000000005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.246889434634738,7.588661440487432,-25.94180420413662,-24.10315265000773,3.1263104450355668,8.830047454951801
injection_electrons_sig10,50,0.005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.208091171144297,8.448613887455528,-17.23610471527104,-15.502468575795348,2.0277505324763276,6.538304754834398
injection_electrons_sig10,55,0.0055000000000000005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.169511027079835,9.263085477759839,-8.913167475863148,-7.356654396969464,1.1089482128705386,5.691031221187101
injection_electrons_sig10,60,0.006,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.132978709634576,9.980810123823963,-1.5017162294630126,-0.1784401191485374,0.6115465042551788,5.616898968341401
injection_electrons_sig10,65,0.006500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.10000829802375,10.568563247710667,4.639154106225818,5.699883676549078,0.8524607719132162,6.075869445275
injection_electrons_sig10,70,0.007,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.071642354326185,11.007804794234335,9.295032597201281,10.092891437894158,1.2489275185308684,5.868791631537101
injection_electrons_sig10,75,0.007500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.048396398387935,11.294193341965828,12.397967737197924,12.957163096397206,1.5296187007417756,5.4070077401677
injection_electrons_sig10,80,0.008,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.03030009613838,11.434274155508854,13.997328553619237,14.358160124069963,1.6626952591761823,5.503600030513
injection_electrons_sig10,85,0.0085,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.01700876826992,11.443841985736547,14.244104707048821,14.453851328105971,1.6578299441720024,5.211675221859801
injection_electrons_sig10,90,0.009000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.007946291816229,11.345149071478602,13.361410429988418,13.466789102876442,1.5380518133844534,4.511451981986999
injection_electrons_sig10,95,0.0095,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.002440550959204,11.164379558224958,11.616554993214411,11.658850211342099,1.3326580230380067,3.8852881842138025
injection_electrons_sig10,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999823367307597,10.929283052565106,9.294761028441666,9.30756813840825,1.074570034526203,3.793239493132
injection_electrons_sig10,105,0.0105,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999483299878573,10.666936376625989,6.674875658380475,6.683747617137237,0.7994647910922486,4.3507159187813
injection_electrons_sig10,110,0.011000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00087594707215,10.401438765179837,4.005277339980973,4.028413491910809,0.5496469014839669,4.4599722773661
injection_electrons_sig10,115,0.0115,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00350764764698,10.15342739314696,1.4986717737477173,1.5479653401703208,0.3892653127562414,4.1197091372433
injection_electrons_sig10,120,0.012,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.006912388725409,9.93843514978164,-0.6842993751091653,-0.6022470001870395,0.38141793834572507,4.0511004060036
injection_electrons_sig10,125,0.0125,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010638552780005,9.767178737527072,-2.4320108449557676,-2.3150420537712657,0.46774302963032904,3.9783621972552
injection_electrons_sig10,130,0.013000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.014254223100545,9.6453215035595,-3.684075831528255,-3.533778712068547,0.5539231319609775,3.5412939035819
injection_electrons_sig10,135,0.0135,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.017370487615697,9.574090952111257,-4.425108725413107,-4.246180277525102,0.6030561066894053,3.1666348048938002
injection_electrons_sig10,140,0.014,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.01967472613925,9.550799214597848,-4.679548232421194,-4.479129060447451,0.6077774579919815,3.2681265587132007
injection_electrons_sig10,145,0.0145,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.02096229898631,9.569705129415663,-4.50313209557025,-4.290044418552097,0.5724382325717559,3.1265540194909
injection_electrons_sig10,150,0.015000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.021155866688984,9.622655860636748,-3.97658724555795,-3.760465704825877,0.5072465980011668,3.6836545479579996
injection_electrons_sig10,155,0.0155,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.020305809748868,9.70015464580355,-3.1950238847385126,-2.9853733497719026,0.42610406008778834,4.179538411757401
injection_electrons_sig10,160,0.016,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.018571043392406,9.791778809694621,-2.263718375759405,-2.0690081600811316,0.34622151118989025,4.2734343291123
injection_electrons_sig10,165,0.0165,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.01618492255767,9.887473479404367,-1.2850346129635648,-1.111932423322215,0.28678891032316406,3.9652773239603
injection_electrons_sig10,170,0.017,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.013414351490354,9.978311839502414,-0.3505548732507635,-0.20342633118032305,0.26230128029830624,3.3645212042551003
injection_electrons_sig10,175,0.0175,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010520931633035,10.056792057708563,0.462224957038071,0.5814816776823717,0.26922684895486,3.3588794316566997
injection_electrons_sig10,180,0.018000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.007731192753322,10.117650593623532,1.0983448571221022,1.190149101641902,0.2884403550216613,3.0326090054986006
injection_electrons_sig10,185,0.018500000000000003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005219558383379,10.157861032844947,1.525618439164278,1.5923077157001586,0.3031646807021632,2.7119293703246017
injection_electrons_sig10,190,0.019,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00310393406929,10.17667530404586,1.7351751128507953,1.7804757978495012,0.3054555238214656,2.519451994613
injection_electrons_sig10,195,0.0195,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.00145082205957,10.17533777447236,1.7386172816973522,1.7670986985201864,0.2941699796382,2.597314746464527
injection_electrons_sig10,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000285379980767,10.156851412138138,1.5656156420375433,1.582210147207097,0.272646471783026,3.0928893806636997
injection_ions_sig10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.740805192531663,97.76706523597234,97.76706523597234,10.595148577122444,25.4064749667641
injection_ions_sig10,50,0.005,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.738046811246683,97.73943125821853,97.73943125821853,10.592271426103261,25.3992334606465
injection_ions_sig10,100,0.01,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.72978973295655,97.65671030915203,97.65671030915203,10.583662672874329,25.377402983989107
injection_ions_sig10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.69682693865207,97.32648289299574,97.32648289299574,10.549291790984885,25.290096167612305
