mode,block,beam,energy_mev,sigma_t_ns,sigma_mm,dx_mm,dy_mm,voltage_kv,power_kw,b_gs,species,train,sc_on,reuse
i,I2,injection,80.0,120.0,20,0,0,25,200,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,250,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,300,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,400,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,500,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,20,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,50,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,80,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,100,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,150,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,200,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,250,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,20,0,0,25,300,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,400,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,500,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,20,0,0,25,100,0,ions,3-bunch,False,True
i,I2,injection,80.0,120.0,25,0,0,25,20,0,ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,50,0,ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,80,0,ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,100,0,ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,150,0,ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,200,0,ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,250,0,ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,300,0,ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,400,0,ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,500,0,ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,20,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,50,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,80,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,100,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,150,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,200,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,250,0,h2o_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,300,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,400,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,500,0,h2o_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,20,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,50,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,80,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,100,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,150,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,200,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,250,0,n2_ions,3-bunch,True,False
i,I2,injection,80.0,120.0,25,0,0,25,300,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,400,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,500,0,n2_ions,3-bunch,True,True
i,I2,injection,80.0,120.0,25,0,0,25,100,0,ions,3-bunch,False,True
i,I2,extraction,1600.0,20.0,5,0,0,25,20,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,50,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,80,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,150,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,250,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,20,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,50,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,80,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,150,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,250,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,20,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,50,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,80,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,150,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,5,0,0,25,250,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,20,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,50,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,80,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,150,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,250,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,20,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,50,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,80,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,150,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,250,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,20,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,50,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,80,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,150,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,10,0,0,25,250,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,20,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,50,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,80,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,150,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,250,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,20,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,50,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,80,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,150,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,250,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,20,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,50,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,80,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,150,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,15,0,0,25,250,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,20,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,50,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,80,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,150,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,250,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,20,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,50,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,80,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,150,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,250,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,20,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,50,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,80,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,150,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,20,0,0,25,250,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,20,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,50,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,80,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,100,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,150,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,200,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,250,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,300,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,400,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,500,0,ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,20,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,50,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,80,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,100,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,150,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,200,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,250,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,300,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,400,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,500,0,h2o_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,20,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,50,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,80,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,100,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,150,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,200,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,250,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,300,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,400,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,500,0,n2_ions,3-bunch aligned,True,False
i,I2,extraction,1600.0,20.0,25,0,0,25,100,0,ions,3-bunch aligned,False,False
i,I3,injection,80.0,120.0,25,0,0,25,100,0,ions,single,True,False
i,I3,injection,80.0,120.0,25,0,0,25,100,0,h2o_ions,single,True,False
i,I3,injection,80.0,120.0,25,0,0,25,100,0,n2_ions,single,True,False
i,I3,injection,80.0,120.0,25,0,0,25,100,0,ions,single,False,False
i,I3,extraction,1600.0,20.0,10,0,0,25,100,0,ions,single aligned,True,False
i,I3,extraction,1600.0,20.0,10,0,0,25,100,0,h2o_ions,single aligned,True,False
i,I3,extraction,1600.0,20.0,10,0,0,25,100,0,n2_ions,single aligned,True,False
i,I3,extraction,1600.0,20.0,10,0,0,25,100,0,ions,single aligned,False,False
i,I3,injection,80.0,120.0,10,0,0,25,100,0,ions,single,True,False
i,I3,injection,80.0,120.0,10,0,0,25,100,0,h2o_ions,single,True,False
i,I3,injection,80.0,120.0,10,0,0,25,100,0,n2_ions,single,True,False
i,I3,injection,80.0,120.0,10,0,0,25,100,0,ions,single,False,False
