family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,species,species_label,beam,power_kw,sigma_x_mm
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,16.969139319158835,16.969139319158835,29.164061239878773,71.86529435203227,71.86529435203227,13.539110930636552,33.823265793521095,ions,H₂⁺,injection,200,17
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,17.967323984991708,17.967323984991708,29.549337012033053,64.46153604574572,64.46153604574572,12.918843490291248,32.3765276224198,ions,H₂⁺,injection,200,18
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,18.965508650824585,18.965508650824585,29.994647347677194,58.15366674266911,58.15366674266911,12.356963917145155,31.100319616387,ions,H₂⁺,injection,200,19
injection_ions,0,0.0,99988,99988,99988,99988,1.0,1.0,19.963693316657462,19.963693316657462,30.491641868313707,52.735475268355536,52.735475268355536,11.845546983365272,29.811322637797904,ions,H₂⁺,injection,200,20
injection_ions,200,0.02,95693,99988,99988,99988,0.9570448453814457,1.0,3.033167122796761,2.9945539974985853,51.21267710624126,1610.1938101306673,1588.4225310677941,51.2139685925921,118.69001200674559,ions,H₂⁺,injection,200,3
injection_ions,200,0.02,99673,99988,99988,99988,0.9968496219546346,1.0,3.998390271389333,3.9927386633314605,47.47445624617425,1089.0198745580437,1087.3392296364846,47.381635648818154,120.2259021118699,ions,H₂⁺,injection,200,4
injection_ions,200,0.02,99988,99988,99988,99988,1.0,1.0,4.990923329164335,4.990923329164335,41.6414836313953,734.3442863180113,734.3442863180113,37.80311765186466,95.9032774977152,ions,H₂⁺,injection,200,5
injection_ions,200,0.02,99988,99988,99988,99988,1.0,1.0,5.989107994997211,5.989107994997211,37.038212166040616,518.4261862864917,518.4261862864917,32.253833349073396,80.7898467636543,ions,H₂⁺,injection,200,6
injection_ions,200,0.02,99988,99988,99988,99988,1.0,1.0,6.987292660830085,6.987292660830085,33.927735846962534,385.56340050213305,385.56340050213305,28.178722730416638,69.9907058336794,ions,H₂⁺,injection,200,7
injection_ions,200,0.02,99988,99988,99988,99988,1.0,1.0,7.98547732666296,7.98547732666296,31.842844973617577,298.75944381303924,298.75944381303924,25.124693852399645,62.182082936837396,ions,H₂⁺,injection,200,8
