family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,voltage_kv,power_kw
injection_electrons_s10x10,25,0.0025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.369764598229818,10.871466988590747,4.838127091588684,8.729329536481977,14.71862635648127,66.26298556608339,25,500
injection_electrons_s10x10,50,0.005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.207852074437625,13.590056655435898,33.13336200735066,35.91889209239958,6.535514948652503,30.8695659912579,25,500
injection_electrons_s10x10,75,0.007500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.048602845686727,12.846158953579549,27.840249543683072,28.478911963548946,4.984118526839489,20.4845596966723,25,500
injection_electrons_s10x10,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999928557309948,10.193096568424611,1.9316939116875709,1.9447105849225377,2.960683485158061,13.9320925286597,25,500
injection_electrons_s10x10,125,0.0125,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010662365741197,9.528814433960289,-4.813347151032721,-4.6990065122427875,2.1160837349724773,9.472652668642699,25,500
injection_electrons_s10x10,150,0.015000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.02093328452994,9.997272653522531,-0.23611205000173552,-0.013792623233011003,1.444371484264373,6.817541871095202,25,500
injection_electrons_s10x10,175,0.0175,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010530905820106,10.172115393863086,1.6141450394907109,1.7348705472020942,1.0422671665934524,5.372107277263501,25,500
injection_electrons_s10x10,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000411327493904,9.99641250157758,-0.03998661440384188,-0.022395302556066365,0.7778980216302268,4.531200650847278,25,500
injection_electrons_s10x10,225,0.022500000000000003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000998482586791,9.942792239871192,-0.5820043150385867,-0.5586702239649965,0.6382809624150192,4.043587465911199,25,500
injection_electrons_s10x10,250,0.025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005311765668937,10.025368591497342,0.20046177768517914,0.2672046425367114,0.5428396214248036,3.9976247875948,25,500
injection_electrons_s10x10,275,0.0275,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004796630841634,10.043990754079193,0.391753322768551,0.4534513794461681,0.4856454476620525,3.2836924470394013,25,500
injection_electrons_s10x10,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001144232759604,9.986592052911165,-0.14550514930853353,-0.12061303162311798,0.42252067755569556,3.0151956177741006,25,500
injection_electrons_s10x10,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.998798806214241,9.9988992001442,0.0010040599066396538,0.002475036303595246,0.13210341011206644,1.4207984988823004,25,500
injection_electrons_s10x10,0,0.0,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.346814680611102,5.226082946870535,-49.49090026069866,-47.73212340969138,8.804714652489423,22.685691713617302,30,100
injection_electrons_s10x10,25,0.0025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.315737735483266,5.560530766334946,-46.09662528344175,-44.38719422824173,6.786245417207622,17.763180751783,30,100
injection_electrons_s10x10,50,0.005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.201748076385188,8.019248913844356,-21.393384214150903,-19.79669728993172,2.5493907534455875,7.0792202197213,30,100
injection_electrons_s10x10,75,0.007500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.066818470184531,10.557082683883507,4.870100868025196,5.585062557289122,0.7446749652867268,4.2167267365326,30,100
injection_electrons_s10x10,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005177840406542,11.017671386366661,10.11969564270112,10.191570663842553,1.1752778158830797,3.431502464636801,30,100
injection_electrons_s10x10,125,0.0125,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001904052380853,10.233687022319586,2.3173884564865244,2.3506698581479357,0.3468053559944557,2.4352045942954,30,100
injection_electrons_s10x10,150,0.015000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.014810796944705,9.707663668013081,-3.0669289231637475,-2.9102730021211443,0.4257773941915339,2.1734661327785005,30,100
injection_electrons_s10x10,175,0.0175,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.015645785112602,9.819186562019949,-1.9615232737630661,-1.7948936787915093,0.27307818216270013,2.2958013338564998,30,100
injection_electrons_s10x10,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005646502867405,10.076987586538557,0.7130082364063872,0.7834641986820268,0.199840588561974,2.0658072271271006,30,100
injection_electrons_s10x10,225,0.022500000000000003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999375328996882,10.090316392495579,0.9094674467811981,0.9167702315062698,0.1844882465959005,1.9033364007809,30,100
injection_electrons_s10x10,250,0.025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000572911538757,9.967358588465578,-0.33212420295297695,-0.31297361148112657,0.15664995849242114,2.3328736670989003,30,100
injection_electrons_s10x10,275,0.0275,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004242341829148,9.93913590908339,-0.6507882408399723,-0.5952384622292972,0.15956591150016566,1.7502806542294,30,100
injection_electrons_s10x10,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004460982612477,10.011940359076515,0.07476041414962165,0.13290421100260463,0.14727055114425416,2.1377652467818002,30,100
injection_electrons_s10x10,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999598866070768,10.004294032746792,0.04695355022645842,0.056430637001914086,0.10433105776880175,1.3422412401907997,30,100
injection_electrons_s10x10,0,0.0,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.346814680611102,18.881751674061636,82.4885460589543,88.84297787498461,27.59889633459918,95.4277190900531,30,500
injection_electrons_s10x10,25,0.0025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.315737735483266,10.281689836091754,-0.3300578229552764,2.830762725356184,16.852686694761566,64.4673197114705,30,500
injection_electrons_s10x10,50,0.005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.201748076385188,12.30941895674817,20.65989930923484,23.11078822715389,6.24588514816556,27.557272710364703,30,500
injection_electrons_s10x10,75,0.007500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.066818470184531,13.879275976434798,37.87152333720767,38.811475300738365,5.252473193083139,21.369250705420807,30,500
injection_electrons_s10x10,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005177840406542,11.187954904279032,11.82164957723959,11.894635462103565,3.228013584819193,12.719845203338103,30,500
injection_electrons_s10x10,125,0.0125,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001904052380853,9.41331408110286,-5.884779219991476,-5.854165787490084,2.137598428505151,10.296532691943199,30,500
injection_electrons_s10x10,150,0.015000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.014810796944705,9.590588962030255,-4.235944577643647,-4.081177931561919,1.5737358624530866,6.9615350536763,30,500
injection_electrons_s10x10,175,0.0175,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.015645785112602,10.126885163581754,1.1106560760615114,1.2825072535977533,1.0825879332380721,5.934914835551801,30,500
injection_electrons_s10x10,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005646502867405,10.158032962558845,1.5230046319122836,1.59402724467812,0.8216846259308723,3.9049855631557007,30,500
injection_electrons_s10x10,225,0.022500000000000003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999375328996882,9.953736801922128,-0.4564137815930125,-0.44920984523988405,0.6434265688645373,4.9458324318606,30,500
injection_electrons_s10x10,250,0.025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000572911538757,9.926044358945038,-0.7452428301155334,-0.7261716169387866,0.545169726386065,4.0590507181497,30,500
injection_electrons_s10x10,275,0.0275,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004242341829148,10.030236194644328,0.25982830010520264,0.3158872377353905,0.47493991190366075,3.2662476920346,30,500
injection_electrons_s10x10,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004460982612477,10.0620058884164,0.5751924656804075,0.6336270153607826,0.4384396009555756,2.986351640418901,30,500
injection_electrons_s10x10,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999598866070768,9.998317213072625,-0.012817044116564258,-0.0033456191937397683,0.1327425129454735,1.2234583805893,30,500
