family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,voltage_kv,power_kw
injection_electrons_s10x10,0,0.0,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.415262351080944,5.428391013297002,-47.880419807825405,-45.70876994272535,10.36987368721731,27.421398191565196,25,100
injection_electrons_s10x10,25,0.0025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.369764598229818,5.3208243585847805,-48.689053563539154,-46.78458153831004,7.545982820018116,19.7814144413997,25,100
injection_electrons_s10x10,50,0.005,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.207852074437625,8.407490608837236,-17.637025423877684,-15.913756814742431,2.0797154414339163,6.434572224055103,25,100
injection_electrons_s10x10,75,0.007500000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.048602845686727,11.101348954136148,10.47654210855098,11.028459176714666,1.3149723503349717,5.108748457197201,25,100
injection_electrons_s10x10,100,0.01,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.999928557309948,10.902331138260724,9.024090280036257,9.038012652003747,1.0431522849349817,3.0127171633413994,25,100
injection_electrons_s10x10,125,0.0125,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010662365741197,9.861066862605089,-1.4943616882740818,-1.3760341993682257,0.3739430554882259,2.9486506896613003,25,100
injection_electrons_s10x10,150,0.015000000000000001,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.02093328452994,9.668845696823059,-3.513520923748936,-3.298505058189305,0.45470730301458906,2.7900399490179995,25,100
injection_electrons_s10x10,175,0.0175,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.010530905820106,10.025708076708066,0.15161204766007685,0.2705999524234226,0.22843514990947167,2.424893043801199,25,100
injection_electrons_s10x10,200,0.02,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000411327493904,10.12857506755616,1.2815846855208646,1.2994085720960724,0.2421750718304509,2.6763715584392997,25,100
injection_electrons_s10x10,225,0.022500000000000003,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.000998482586791,9.968453483847899,-0.3254174950186983,-0.3020231812441265,0.19201133598970682,2.3600951056776998,25,100
injection_electrons_s10x10,250,0.025,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.005311765668937,9.92742491983087,-0.7784549613468306,-0.712364146460498,0.19570837890632947,2.749770214599,25,100
injection_electrons_s10x10,275,0.0275,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.004796630841634,10.029405932424073,0.24597503068255477,0.3075834959641588,0.18344976758732276,2.6734928419657003,25,100
injection_electrons_s10x10,300,0.030000000000000002,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.001144232759604,10.061877224396063,0.6072604316366581,0.6323402016601865,0.18386901952014653,2.4395684889063,25,100
injection_electrons_s10x10,1000,0.1,100031,100031,100031,100031,1.0,1.0,9.998651729884015,9.998798806214241,9.996580258936097,-0.02218813800678454,-0.020717502758160755,0.10585273788127952,1.3976130262282993,25,100
injection_electrons_s10x10,0,0.0,100031,100031,100031,100031,1.0,1.0,9.998651729884015,10.415262351080944,18.789321801302332,80.40181003556084,87.91855451015182,26.813225192893,107.75382918849111,25,500
