family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,species,species_label,voltage_kv,power_kw
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.053273447141002,80.86105772900858,80.86105772900858,8.911256649800098,23.019346745918895,n2_ions,N₂⁺,15,100
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.047933200097564,80.80755813894042,80.80755813894042,8.905621436586852,23.0053206826791,n2_ions,N₂⁺,15,100
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.920463209706245,79.5305400204046,79.5305400204046,8.77106404788388,22.670292263914895,n2_ions,N₂⁺,15,100
injection_n2_ions_s10x10,0,0.0,93844,99988,99988,99988,0.9385526263151578,1.0,9.77311996456079,9.98184665832871,51.104765718571194,411.9770666475838,422.9114745740039,52.08718311496697,142.7063993553848,n2_ions,N₂⁺,15,500
injection_n2_ions_s10x10,200,0.02,93863,99988,99988,99988,0.9387426491178942,1.0,9.773479266330472,9.98184665832871,51.09429727963877,411.87219187550255,422.7851401461305,52.08914989649645,138.70532359907088,n2_ions,N₂⁺,15,500
injection_n2_ions_s10x10,1000,0.1,94480,99988,99988,99988,0.9449133896067529,1.0,9.795004799175937,9.98184665832871,50.999057156804824,410.9180585763852,420.6639323045092,51.976445498942354,143.37396111754,n2_ions,N₂⁺,15,500
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.56150679314731,65.91626138965606,65.91626138965606,7.350546199815268,18.8886663736258,n2_ions,N₂⁺,20,100
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.55829751908927,65.88411028407518,65.88411028407518,7.347139794358071,18.880207379453697,n2_ions,N₂⁺,20,100
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.481584158916355,65.11558154586913,65.11558154586913,7.265692994942733,18.677952339276498,n2_ions,N₂⁺,20,100
injection_n2_ions_s10x10,0,0.0,99454,99988,99988,99988,0.9946593591230948,1.0,9.968608477246764,9.98184665832871,46.60608670830738,366.90846196700414,367.5285102698661,47.53666794563726,135.53663268997008,n2_ions,N₂⁺,20,500
injection_n2_ions_s10x10,200,0.02,99463,99988,99988,99988,0.9947493699243909,1.0,9.968887498624394,9.98184665832871,46.595267869473815,366.80007682341414,367.40689847190566,47.51914148716415,136.1012024025898,n2_ions,N₂⁺,20,500
injection_n2_ions_s10x10,1000,0.1,99682,99988,99988,99988,0.9969396327559307,1.0,9.974577106669708,9.98184665832871,46.33976557615278,364.24040723454254,364.57874936037877,47.15804922210404,134.7009709648253,n2_ions,N₂⁺,20,500
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.598355841697957,56.267235669092486,56.267235669092486,6.317715986966673,16.1083471527175,n2_ions,N₂⁺,25,100
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.596207622722346,56.24571441106134,56.24571441106134,6.315422541522323,16.1026653575582,n2_ions,N₂⁺,25,100
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.544829394992293,55.73099775102146,55.73099775102146,6.26056392318498,15.9667331821261,n2_ions,N₂⁺,25,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,41.393276387885315,314.68555673861573,314.68555673861573,33.1091226341172,87.6930360956909,n2_ions,N₂⁺,25,500
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,41.37987951622917,314.5513443817772,314.5513443817772,33.09542043347398,87.64992557610469,n2_ions,N₂⁺,25,500
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,41.059761437007054,311.3443418082102,311.3443418082102,32.76798178623983,86.61992372185381,n2_ions,N₂⁺,25,500
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,14.904602429477485,49.31708470036753,49.31708470036753,5.562058204738649,14.0753969568385,n2_ions,N₂⁺,30,100
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,14.903061929966878,49.301651689188965,49.301651689188965,5.5604049064780545,14.071357902781298,n2_ions,N₂⁺,30,100
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,14.866185334087858,48.93221507949861,48.93221507949861,5.5208213253577165,13.974629554888601,n2_ions,N₂⁺,30,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,37.42412099187003,274.9218183054724,274.9218183054724,29.05383981220775,76.10909716024611,n2_ions,N₂⁺,30,500
injection_n2_ions_s10x10,200,0.02,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,37.41480833072036,274.82852233060487,274.82852233060487,29.044313128634894,76.080569806252,n2_ions,N₂⁺,30,500
injection_n2_ions_s10x10,1000,0.1,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,37.19199977885433,272.5963847363039,272.5963847363039,28.816356265118635,75.3968731699191,n2_ions,N₂⁺,30,500
injection_ions_s10x10,0,0.0,99975,99988,99988,99988,0.9998699843981278,1.0,9.981881465082434,9.98184665832871,46.83625595135458,369.21434033726695,369.212704190009,46.76368974027308,137.90828169972679,ions,H₂⁺,6,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,42.044680367682254,321.21144320125154,321.21144320125154,33.83075191894098,87.4075902929749,ions,H₂⁺,7,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,38.28054870354567,283.5016707214685,283.5016707214685,29.951232785639622,76.5259715472729,ions,H₂⁺,8,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,35.26941159249909,253.33553799958244,253.33553799958244,26.837841300767828,67.9154090697858,ions,H₂⁺,9,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,30.788062999493683,208.44055266872454,208.44055266872454,22.18807574398229,55.408367633083095,ions,H₂⁺,11,100
