family,b_gs,b_t,n_sc_on,n_sc_off,n_all_on,n_all_off,detected_frac_on,detected_frac_off,sigma_initial_mm,sigma_sc_off_mm,sigma_sc_on_mm,expansion_vs_no_sc_pct,expansion_vs_initial_pct,rms_particle_dx_mm,max_abs_particle_dx_mm,species,species_label,voltage_kv,power_kw
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,29.082875241829825,191.35766394050435,191.35766394050435,20.41362803565141,50.5576396253176,ions,H₂⁺,12,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,27.63142460659622,176.81676099022172,176.81676099022172,18.900708394327822,46.779618082467906,ions,H₂⁺,13,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,26.38202758177512,164.30006876295113,164.30006876295113,17.59631106752771,43.351575938751196,ions,H₂⁺,14,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,24.34177594635966,143.86044766625656,143.86044766625656,15.46185026232891,37.8043479308874,ions,H₂⁺,16,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,23.49902338312553,135.41759543579323,135.41759543579323,14.578322963297708,35.6175140316846,ions,H₂⁺,17,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,22.748667688888595,127.90039225765338,127.90039225765338,13.79058046235456,33.588553189042095,ions,H₂⁺,18,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,22.076343145356542,121.16491968884695,121.16491968884695,13.083837729226424,31.7971989651465,ions,H₂⁺,19,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,20.92198100148521,109.60030460924992,109.60030460924992,11.868093387605754,28.8288624283902,ions,H₂⁺,21,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,20.42265798511566,104.59799357942737,104.59799357942737,11.341292326375704,27.496170873190202,ions,H₂⁺,22,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.967006466057708,100.03319174811729,100.03319174811729,10.85991418869381,26.3446838755917,ions,H₂⁺,23,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.549181590821156,95.84734428383148,95.84734428383148,10.418029104919752,25.201445222947,ions,H₂⁺,24,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.808985070869422,88.43191760690368,88.43191760690368,9.633844473654962,23.254335377585104,ions,H₂⁺,26,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.48012955041058,85.13738171875266,85.13738171875266,9.28485019236619,22.395065674135797,ions,H₂⁺,27,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.174753604522866,82.07806858421445,82.07806858421445,8.960436300077024,21.597564488945906,ions,H₂⁺,28,100
injection_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.890000979411848,79.22536372049642,79.22536372049642,8.657599190327293,20.851396808661104,ions,H₂⁺,29,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,28.92324921393474,189.75850064578577,189.75850064578577,20.079614924825012,50.8427114481975,h2o_ions,H₂O⁺,6,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,26.54458927049222,165.92864205486265,165.92864205486265,17.680194063946054,45.445047089785504,h2o_ions,H₂O⁺,7,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,24.85919809000939,149.0440791260526,149.0440791260526,15.981125346860866,41.326515583307,h2o_ions,H₂O⁺,8,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,23.582615901905296,136.2550408668951,136.2550408668951,14.689148039953631,38.0634251892926,h2o_ions,H₂O⁺,9,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,21.73175151577092,117.71273652694573,117.71273652694573,12.798645674676756,33.1018139884487,h2o_ions,H₂O⁺,11,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,21.02447923030754,110.62715096675042,110.62715096675042,12.068546707501019,31.186730978292694,h2o_ions,H₂O⁺,12,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,20.41375726437735,104.50882450036838,104.50882450036838,11.434034863688623,29.4674502992728,h2o_ions,H₂O⁺,13,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.878126039340167,99.14277106986154,99.14277106986154,10.874280895052562,27.9572731926753,h2o_ions,H₂O⁺,14,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.97595522575058,90.10465573439075,90.10465573439075,9.924480897712499,25.3554719728347,h2o_ions,H₂O⁺,16,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.590449282022842,86.2425853487865,86.2425853487865,9.515944719249564,24.261667986509302,h2o_ions,H₂O⁺,17,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.23965242539501,82.72823706599526,82.72823706599526,9.142863028613709,23.258560772405094,h2o_ions,H₂O⁺,18,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.918602787589904,79.51190196494231,79.51190196494231,8.800267896375447,22.3451195295311,h2o_ions,H₂O⁺,19,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.350942278623506,73.82497319918382,73.82497319918382,8.192012739599061,20.726686401844496,h2o_ions,H₂O⁺,21,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.098195874427816,71.29291262114637,71.29291262114637,7.92014923838893,19.991932462155397,h2o_ions,H₂O⁺,22,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.86316550498434,68.93833458074572,68.93833458074572,7.66680297753211,19.2893863070744,h2o_ions,H₂O⁺,23,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.6439790748987,66.74248407744474,66.74248407744474,7.430045538914265,18.663242656847597,h2o_ions,H₂O⁺,24,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.246733228201908,62.762801156095364,62.762801156095364,6.999783243035745,17.5309242685844,h2o_ions,H₂O⁺,26,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.06607607100422,60.9529440887465,60.9529440887465,6.803598874881546,17.0087917481801,h2o_ions,H₂O⁺,27,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.895922627978473,59.24831518740214,59.24831518740214,6.618548441274161,16.539114670239,h2o_ions,H₂O⁺,28,100
injection_h2o_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.735367231127988,57.639841301294915,57.639841301294915,6.443682095436738,16.0704283135737,h2o_ions,H₂O⁺,29,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,27.949609376095136,180.00439530669792,180.00439530669792,18.94457318930383,44.401056483096205,n2_ions,N₂⁺,6,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,25.25783281734953,153.03767611251325,153.03767611251325,16.193849908566666,39.2777015683441,n2_ions,N₂⁺,7,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,23.393045152586012,134.35588577257084,134.35588577257084,14.305400518229662,35.581517120591,n2_ions,N₂⁺,8,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,22.03351224280839,120.73583172532452,120.73583172532452,12.93712327235146,32.6763015553897,n2_ions,N₂⁺,9,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,20.176461179049827,102.13154809601166,102.13154809601166,11.07107607323888,28.4087535889283,n2_ions,N₂⁺,11,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,19.506876956735333,95.42352857583796,95.42352857583796,10.39512635459405,26.795497551363297,n2_ions,N₂⁺,12,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.94669321153893,89.81150342286695,89.81150342286695,9.826535222527015,25.3843226126915,n2_ions,N₂⁺,13,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,18.46841790356361,85.02005225810423,85.02005225810423,9.338052875598013,24.115886374446397,n2_ions,N₂⁺,14,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.687689889879742,77.19857352368149,77.19857352368149,8.53289628179571,22.028856653944402,n2_ions,N₂⁺,16,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.362214585690054,73.93790127203839,73.93790127203839,8.193909220710808,21.145205685904102,n2_ions,N₂⁺,17,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,17.069418487040522,71.0046153914621,71.0046153914621,7.887104390783078,20.320372316052598,n2_ions,N₂⁺,18,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.803928122660352,68.34488344538327,68.34488344538327,7.607334027204752,19.567456252391096,n2_ions,N₂⁺,19,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.33874446387553,63.68458686191811,63.68458686191811,7.113439621113912,18.2305954766647,n2_ions,N₂⁺,21,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,16.133016939882026,61.62357018799591,61.62357018799591,6.893508131015345,17.622392187520596,n2_ions,N₂⁺,22,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.942209506188066,59.71202575914263,59.71202575914263,6.688716095980657,17.097550413949605,n2_ions,N₂⁺,23,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.764435151398365,57.931049143544456,57.931049143544456,6.49721970730644,16.585432363817603,n2_ions,N₂⁺,24,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.442641138051426,54.7072567495946,54.7072567495946,6.148923921196909,15.655432607575099,n2_ions,N₂⁺,26,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.296261171119935,53.24079496209207,53.24079496209207,5.989803330079803,15.229981399915399,n2_ions,N₂⁺,27,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.158269768698426,51.85837137710969,51.85837137710969,5.839424387357628,14.8239769879738,n2_ions,N₂⁺,28,100
injection_n2_ions_s10x10,0,0.0,99988,99988,99988,99988,1.0,1.0,9.98184665832871,9.98184665832871,15.027972985055673,50.553033916991176,50.553033916991176,5.697106358560173,14.436500941203096,n2_ions,N₂⁺,29,100
